Store,DayOfWeekNumber,DayOfWeekName,SaleDate,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,HasCompetition,CompetitionDistance,CompetitionCategory,CompetitionOpenDate,StorePromo,PromoSinceWeek,PromoSinceYear,PromoInterval
325,2,Tue,12/11/13,4774,539,Yes,No,No,No,A,Extended,Yes,350,Far,01/03/11,Yes,22,2011,"Feb,May,Aug,Nov"
325,1,Mon,11/08/14,5610,634,Yes,No,No,Yes,A,Extended,Yes,350,Far,01/03/11,Yes,22,2011,"Feb,May,Aug,Nov"
326,1,Mon,15/06/01,7669,566,Yes,Yes,No,No,D,Basic,Yes,10070,Medium,01/05/15,Yes,31,2013,"Feb,May,Aug,Nov"
326,3,Wed,14/10/01,5665,442,Yes,Yes,No,No,D,Basic,Yes,10070,Medium,01/05/15,Yes,31,2013,"Feb,May,Aug,Nov"
326,2,Tue,15/02/10,3321,324,Yes,No,No,No,D,Basic,Yes,10070,Far,01/05/15,Yes,31,2013,"Feb,May,Aug,Nov"
326,1,Mon,25/02/13,2755,258,Yes,No,No,No,D,Basic,Yes,10070,Far,01/05/15,Yes,31,2013,"Feb,May,Aug,Nov"
326,5,Fri,05/10/13,5435,488,Yes,No,No,No,D,Basic,Yes,10070,Far,01/05/15,Yes,31,2013,"Feb,May,Aug,Nov"
326,3,Wed,19/03/14,4362,347,Yes,Yes,No,No,D,Basic,Yes,10070,Medium,01/05/15,Yes,31,2013,"Feb,May,Aug,Nov"
329,5,Fri,13/03/08,8391,747,Yes,Yes,No,No,A,Basic,Yes,1310,Medium,01/06/90,Yes,22,2012,"Mar,Jun,Sept,Dec"
329,4,Thu,08/01/13,7139,631,Yes,Yes,No,Yes,A,Basic,Yes,1310,Far,01/06/90,Yes,22,2012,"Mar,Jun,Sept,Dec"
329,3,Wed,26/02/14,6059,606,Yes,No,No,No,A,Basic,Yes,1310,Medium,01/06/90,Yes,22,2012,"Mar,Jun,Sept,Dec"
329,5,Fri,27/06/14,6071,611,Yes,No,No,No,A,Basic,Yes,1310,Far,01/06/90,Yes,22,2012,"Mar,Jun,Sept,Dec"
329,2,Tue,19/08/14,8477,700,Yes,Yes,No,Yes,A,Basic,Yes,1310,Far,01/06/90,Yes,22,2012,"Mar,Jun,Sept,Dec"
334,3,Wed,17/04/13,4156,495,Yes,No,No,No,D,Extended,Yes,4040,Far,01/08/08,Yes,18,2013,"Mar,Jun,Sept,Dec"
334,5,Fri,17/10/14,3889,462,Yes,No,No,Yes,D,Extended,Yes,4040,Far,01/08/08,Yes,18,2013,"Mar,Jun,Sept,Dec"
337,5,Fri,13/08/09,4368,373,Yes,No,No,Yes,D,Extended,Yes,10600,Far,01/07/05,Yes,45,2014,"Feb,May,Aug,Nov"
337,2,Tue,12/02/13,3537,298,Yes,No,No,No,D,Extended,Yes,10600,Medium,01/07/05,Yes,45,2014,"Feb,May,Aug,Nov"
337,2,Tue,19/11/13,5191,383,Yes,Yes,No,No,D,Extended,Yes,10600,Medium,01/07/05,Yes,45,2014,"Feb,May,Aug,Nov"
337,4,Thu,06/03/14,4719,358,Yes,Yes,No,No,D,Extended,Yes,10600,Medium,01/07/05,Yes,45,2014,"Feb,May,Aug,Nov"
337,3,Wed,25/06/14,3398,280,Yes,No,No,No,D,Extended,Yes,10600,Medium,01/07/05,Yes,45,2014,"Feb,May,Aug,Nov"
337,6,Sat,26/07/14,5524,432,Yes,No,No,No,D,Extended,Yes,10600,Far,01/07/05,Yes,45,2014,"Feb,May,Aug,Nov"
337,6,Sat,02/07/15,6694,481,Yes,No,No,No,D,Extended,Yes,10600,Medium,01/07/05,Yes,45,2014,"Feb,May,Aug,Nov"
343,6,Sat,14/09/06,5221,561,Yes,No,No,No,D,Basic,Yes,18650,Medium,01/04/04,Yes,14,2014,"Jan,Apr,Jul,Oct"
343,2,Tue,03/12/13,4062,461,Yes,No,No,No,D,Basic,Yes,18650,Far,01/04/04,Yes,14,2014,"Jan,Apr,Jul,Oct"
343,3,Wed,18/06/14,9075,866,Yes,Yes,No,No,D,Basic,Yes,18650,Far,01/04/04,Yes,14,2014,"Jan,Apr,Jul,Oct"
344,6,Sat,30/08/14,7293,1074,Yes,No,No,No,A,Extended,Yes,300,Far,01/04/11,Yes,14,2011,"Jan,Apr,Jul,Oct"
344,3,Wed,25/02/15,6009,931,Yes,No,No,No,A,Extended,Yes,300,Medium,01/04/11,Yes,14,2011,"Jan,Apr,Jul,Oct"
347,4,Thu,13/07/11,4323,345,Yes,No,No,No,D,Extended,Yes,9360,Far,01/07/13,Yes,22,2012,"Mar,Jun,Sept,Dec"
347,4,Thu,23/05/13,3452,289,Yes,No,No,Yes,D,Extended,Yes,9360,Far,01/07/13,Yes,22,2012,"Mar,Jun,Sept,Dec"
347,1,Mon,03/06/13,6118,436,Yes,Yes,No,No,D,Extended,Yes,9360,Far,01/07/13,Yes,22,2012,"Mar,Jun,Sept,Dec"
351,3,Wed,10/09/13,6256,536,Yes,Yes,No,No,A,Basic,Yes,5290,Medium,01/11/12,Yes,5,2013,"Feb,May,Aug,Nov"
356,1,Mon,22/04/13,5628,436,Yes,Yes,No,No,D,Extended,Yes,8970,Medium,01/12/07,Yes,22,2012,"Feb,May,Aug,Nov"
356,2,Tue,04/02/14,5186,362,Yes,Yes,No,No,D,Extended,Yes,8970,Far,01/12/07,Yes,22,2012,"Feb,May,Aug,Nov"
356,4,Thu,26/02/15,4308,367,Yes,No,No,No,D,Extended,Yes,8970,Far,01/12/07,Yes,22,2012,"Feb,May,Aug,Nov"
356,6,Sat,23/05/15,7136,535,Yes,No,No,No,D,Extended,Yes,8970,Far,01/12/07,Yes,22,2012,"Feb,May,Aug,Nov"
356,1,Mon,13/09/23,5480,419,Yes,Yes,No,No,D,Extended,Yes,8970,Far,01/12/07,Yes,22,2012,"Feb,May,Aug,Nov"
361,5,Fri,15/01/02,6253,697,Yes,No,No,Yes,C,Extended,Yes,4490,Medium,01/05/14,Yes,5,2013,"Feb,May,Aug,Nov"
361,4,Thu,02/07/13,6361,689,Yes,Yes,No,Yes,C,Extended,Yes,4490,Far,01/05/14,Yes,5,2013,"Feb,May,Aug,Nov"
361,1,Mon,22/09/14,4172,486,Yes,No,No,No,C,Extended,Yes,4490,Far,01/05/14,Yes,5,2013,"Feb,May,Aug,Nov"
361,6,Sat,25/10/14,5674,668,Yes,No,No,No,C,Extended,Yes,4490,Far,01/05/14,Yes,5,2013,"Feb,May,Aug,Nov"
361,2,Tue,09/12/14,5179,512,Yes,No,No,No,C,Extended,Yes,4490,Far,01/05/14,Yes,5,2013,"Feb,May,Aug,Nov"
368,5,Fri,15/05/15,10508,773,Yes,No,No,No,D,Extended,Yes,1450,Medium,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
370,4,Thu,14/09/04,8454,678,Yes,Yes,No,No,D,Basic,Yes,8250,Far,01/10/00,Yes,31,2009,"Jan,Apr,Jul,Oct"
370,4,Thu,31/01/13,6151,551,Yes,No,No,No,D,Basic,Yes,8250,Far,01/10/00,Yes,31,2009,"Jan,Apr,Jul,Oct"
370,1,Mon,02/12/13,11244,796,Yes,Yes,No,No,D,Basic,Yes,8250,Far,01/10/00,Yes,31,2009,"Jan,Apr,Jul,Oct"
371,1,Mon,13/06/10,6349,513,Yes,No,No,No,D,Extended,Yes,1970,Far,01/07/09,Yes,45,2014,"Feb,May,Aug,Nov"
371,3,Wed,12/11/14,7613,585,Yes,Yes,No,No,D,Extended,Yes,1970,Far,01/07/09,Yes,45,2014,"Feb,May,Aug,Nov"
371,4,Thu,07/09/15,5957,473,Yes,No,No,No,D,Extended,Yes,1970,Far,01/07/09,Yes,45,2014,"Feb,May,Aug,Nov"
372,3,Wed,12/06/13,5961,610,Yes,No,No,No,D,Extended,Yes,4880,Far,01/08/10,Yes,18,2014,"Jan,Apr,Jul,Oct"
372,4,Thu,17/10/13,5935,615,Yes,No,No,No,D,Extended,Yes,4880,Far,01/08/10,Yes,18,2014,"Jan,Apr,Jul,Oct"
372,3,Wed,12/10/14,7676,641,Yes,No,No,No,D,Extended,Yes,4880,Far,01/08/10,Yes,18,2014,"Jan,Apr,Jul,Oct"
372,1,Mon,20/10/14,10745,892,Yes,Yes,No,No,D,Extended,Yes,4880,Far,01/08/10,Yes,18,2014,"Jan,Apr,Jul,Oct"
372,2,Tue,11/11/14,9019,729,Yes,Yes,No,No,D,Extended,Yes,4880,Far,01/08/10,Yes,18,2014,"Jan,Apr,Jul,Oct"
375,2,Tue,11/06/13,7630,765,Yes,No,No,No,A,Extended,Yes,15710,Far,01/02/13,Yes,37,2009,"Jan,Apr,Jul,Oct"
375,6,Sat,27/07/13,3386,308,Yes,No,No,No,A,Extended,Yes,15710,Far,01/02/13,Yes,37,2009,"Jan,Apr,Jul,Oct"
375,1,Mon,13/01/14,7106,673,Yes,No,No,No,A,Extended,Yes,15710,Far,01/02/13,Yes,37,2009,"Jan,Apr,Jul,Oct"
375,2,Tue,06/03/14,12149,996,Yes,Yes,No,Yes,A,Extended,Yes,15710,Far,01/02/13,Yes,37,2009,"Jan,Apr,Jul,Oct"
375,3,Wed,20/08/14,10311,895,Yes,Yes,No,Yes,A,Extended,Yes,15710,Medium,01/02/13,Yes,37,2009,"Jan,Apr,Jul,Oct"
375,1,Mon,25/08/14,6966,676,Yes,No,No,Yes,A,Extended,Yes,15710,Far,01/02/13,Yes,37,2009,"Jan,Apr,Jul,Oct"
377,4,Thu,14/11/06,9706,1134,Yes,Yes,No,No,A,Extended,Yes,100,Far,01/06/10,Yes,18,2010,"Feb,May,Aug,Nov"
377,6,Sat,03/05/14,6113,777,Yes,No,No,No,A,Extended,Yes,100,Far,01/06/10,Yes,18,2010,"Feb,May,Aug,Nov"
380,4,Thu,13/08/01,15092,1533,Yes,Yes,No,Yes,A,Basic,Yes,2240,Far,01/05/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
380,2,Tue,25/06/13,10489,1145,Yes,No,No,No,A,Basic,Yes,2240,Far,01/05/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
380,5,Fri,13/09/13,15228,1499,Yes,Yes,No,No,A,Basic,Yes,2240,Far,01/05/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
380,2,Tue,19/11/13,15644,1454,Yes,Yes,No,No,A,Basic,Yes,2240,Far,01/05/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
380,1,Mon,03/02/14,22538,1910,Yes,Yes,No,No,A,Basic,Yes,2240,Far,01/05/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
380,3,Wed,15/04/15,15717,1495,Yes,Yes,No,No,A,Basic,Yes,2240,Far,01/05/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
381,3,Wed,29/05/13,9108,1016,Yes,Yes,No,No,A,Basic,Yes,1800,Far,01/11/06,Yes,5,2013,"Feb,May,Aug,Nov"
386,4,Thu,20/02/14,9085,689,Yes,Yes,No,No,D,Extended,Yes,1460,Far,01/04/14,Yes,31,2013,"Jan,Apr,Jul,Oct"
386,5,Fri,18/07/14,6829,581,Yes,Yes,No,Yes,D,Extended,Yes,1460,Far,01/04/14,Yes,31,2013,"Jan,Apr,Jul,Oct"
391,6,Sat,13/02/02,3527,438,Yes,No,No,No,A,Basic,Yes,460,Far,01/11/14,Yes,31,2013,"Feb,May,Aug,Nov"
391,3,Wed,14/12/03,6725,692,Yes,Yes,No,No,A,Basic,Yes,460,Far,01/11/14,Yes,31,2013,"Feb,May,Aug,Nov"
391,6,Sat,18/05/13,3011,387,Yes,No,No,No,A,Basic,Yes,460,Far,01/11/14,Yes,31,2013,"Feb,May,Aug,Nov"
391,1,Mon,16/09/13,4700,691,Yes,No,No,No,A,Basic,Yes,460,Medium,01/11/14,Yes,31,2013,"Feb,May,Aug,Nov"
391,4,Thu,19/12/13,8091,920,Yes,Yes,No,No,A,Basic,Yes,460,Far,01/11/14,Yes,31,2013,"Feb,May,Aug,Nov"
391,5,Fri,14/01/24,6706,803,Yes,Yes,No,No,A,Basic,Yes,460,Medium,01/11/14,Yes,31,2013,"Feb,May,Aug,Nov"
399,6,Sat,04/05/13,5173,507,Yes,No,No,No,A,Basic,Yes,5360,Medium,01/09/12,Yes,40,2011,"Jan,Apr,Jul,Oct"
399,1,Mon,27/01/14,4119,499,Yes,No,No,No,A,Basic,Yes,5360,Far,01/09/12,Yes,40,2011,"Jan,Apr,Jul,Oct"
399,6,Sat,14/03/15,5891,570,Yes,No,No,No,A,Basic,Yes,5360,Far,01/09/12,Yes,40,2011,"Jan,Apr,Jul,Oct"
400,2,Tue,10/01/13,6864,1064,Yes,No,No,No,A,Basic,Yes,70,Far,01/11/04,Yes,14,2011,"Jan,Apr,Jul,Oct"
400,4,Thu,01/08/13,9343,1312,Yes,Yes,No,Yes,A,Basic,Yes,70,Medium,01/11/04,Yes,14,2011,"Jan,Apr,Jul,Oct"
400,6,Sat,07/09/13,4703,748,Yes,No,No,No,A,Basic,Yes,70,Far,01/11/04,Yes,14,2011,"Jan,Apr,Jul,Oct"
400,5,Fri,07/03/14,9125,1253,Yes,Yes,No,No,A,Basic,Yes,70,Far,01/11/04,Yes,14,2011,"Jan,Apr,Jul,Oct"
400,6,Sat,27/09/14,5371,829,Yes,No,No,No,A,Basic,Yes,70,Far,01/11/04,Yes,14,2011,"Jan,Apr,Jul,Oct"
400,5,Fri,15/05/15,9981,1407,Yes,No,No,Yes,A,Basic,Yes,70,Medium,01/11/04,Yes,14,2011,"Jan,Apr,Jul,Oct"
401,2,Tue,30/04/13,8656,811,Yes,Yes,No,No,A,Extended,Yes,9200,Far,01/10/09,Yes,14,2012,"Jan,Apr,Jul,Oct"
401,1,Mon,13/05/13,8975,854,Yes,Yes,No,No,A,Extended,Yes,9200,Far,01/10/09,Yes,14,2012,"Jan,Apr,Jul,Oct"
401,1,Mon,23/09/13,9492,826,Yes,Yes,No,No,A,Extended,Yes,9200,Far,01/10/09,Yes,14,2012,"Jan,Apr,Jul,Oct"
401,6,Sat,14/12/13,5595,457,Yes,No,No,No,A,Extended,Yes,9200,Far,01/10/09,Yes,14,2012,"Jan,Apr,Jul,Oct"
401,3,Wed,01/10/14,8441,813,Yes,Yes,No,No,A,Extended,Yes,9200,Far,01/10/09,Yes,14,2012,"Jan,Apr,Jul,Oct"
401,1,Mon,13/12/23,15148,1271,Yes,No,No,Yes,A,Extended,Yes,9200,Far,01/10/09,Yes,14,2012,"Jan,Apr,Jul,Oct"
402,1,Mon,14/04/07,3844,477,Yes,No,No,No,C,Extended,Yes,5830,Far,01/09/11,Yes,13,2010,"Jan,Apr,Jul,Oct"
402,5,Fri,13/09/13,6363,673,Yes,Yes,No,No,C,Extended,Yes,5830,Far,01/09/11,Yes,13,2010,"Jan,Apr,Jul,Oct"
402,4,Thu,18/06/15,5683,572,Yes,Yes,No,No,C,Extended,Yes,5830,Far,01/09/11,Yes,13,2010,"Jan,Apr,Jul,Oct"
405,4,Thu,14/09/04,4750,492,Yes,Yes,No,No,A,Basic,Yes,1080,Medium,01/04/08,Yes,14,2011,"Jan,Apr,Jul,Oct"
405,5,Fri,30/08/13,4973,533,Yes,Yes,No,Yes,A,Basic,Yes,1080,Far,01/04/08,Yes,14,2011,"Jan,Apr,Jul,Oct"
405,2,Tue,29/04/14,6393,619,Yes,Yes,No,No,A,Basic,Yes,1080,Far,01/04/08,Yes,14,2011,"Jan,Apr,Jul,Oct"
405,2,Tue,15/03/17,5388,550,Yes,Yes,No,No,A,Basic,Yes,1080,Medium,01/04/08,Yes,14,2011,"Jan,Apr,Jul,Oct"
406,4,Thu,07/02/13,4709,389,Yes,Yes,No,No,D,Extended,Yes,8240,Medium,01/03/01,Yes,10,2013,"Feb,May,Aug,Nov"
406,3,Wed,14/01/15,6953,501,Yes,Yes,No,No,D,Extended,Yes,8240,Far,01/03/01,Yes,10,2013,"Feb,May,Aug,Nov"
407,3,Wed,13/02/13,2826,230,Yes,No,No,Yes,A,Basic,Yes,5890,Far,01/10/03,Yes,14,2011,"Feb,May,Aug,Nov"
407,4,Thu,01/03/13,3744,315,Yes,No,No,Yes,A,Basic,Yes,5890,Medium,01/10/03,Yes,14,2011,"Feb,May,Aug,Nov"
407,1,Mon,25/03/13,5275,413,Yes,Yes,No,Yes,A,Basic,Yes,5890,Far,01/10/03,Yes,14,2011,"Feb,May,Aug,Nov"
407,3,Wed,24/07/13,2834,255,Yes,No,No,No,A,Basic,Yes,5890,Medium,01/10/03,Yes,14,2011,"Feb,May,Aug,Nov"
407,2,Tue,28/04/15,4515,316,Yes,Yes,No,No,A,Basic,Yes,5890,Medium,01/10/03,Yes,14,2011,"Feb,May,Aug,Nov"
410,1,Mon,24/02/14,4779,706,Yes,No,No,No,C,Basic,Yes,40,Far,01/11/11,Yes,22,2012,"Mar,Jun,Sept,Dec"
410,6,Sat,31/05/14,6442,846,Yes,No,No,No,C,Basic,Yes,40,Medium,01/11/11,Yes,22,2012,"Mar,Jun,Sept,Dec"
410,2,Tue,23/12/14,9118,1188,Yes,No,No,Yes,C,Basic,Yes,40,Medium,01/11/11,Yes,22,2012,"Mar,Jun,Sept,Dec"
418,2,Tue,21/05/13,4228,519,Yes,No,No,Yes,A,Basic,Yes,1060,Medium,01/05/09,Yes,27,2011,"Feb,May,Aug,Nov"
418,6,Sat,03/01/14,3590,425,Yes,No,No,No,A,Basic,Yes,1060,Far,01/05/09,Yes,27,2011,"Feb,May,Aug,Nov"
418,1,Mon,24/03/14,3682,449,Yes,No,No,No,A,Basic,Yes,1060,Far,01/05/09,Yes,27,2011,"Feb,May,Aug,Nov"
421,1,Mon,11/03/13,7215,890,Yes,No,No,No,C,Extended,Yes,3530,Medium,01/06/12,Yes,35,2012,"Mar,Jun,Sept,Dec"
421,5,Fri,02/07/14,9163,1013,Yes,Yes,No,No,C,Extended,Yes,3530,Medium,01/06/12,Yes,35,2012,"Mar,Jun,Sept,Dec"
421,2,Tue,14/08/19,10851,1070,Yes,Yes,No,Yes,C,Extended,Yes,3530,Medium,01/06/12,Yes,35,2012,"Mar,Jun,Sept,Dec"
427,6,Sat,04/06/13,5658,654,Yes,No,No,No,A,Extended,Yes,70,Far,01/07/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
427,6,Sat,31/08/13,5724,609,Yes,No,No,No,A,Extended,Yes,70,Far,01/07/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
427,2,Tue,22/04/14,5769,704,Yes,No,No,Yes,A,Extended,Yes,70,Far,01/07/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
427,1,Mon,26/01/15,10844,968,Yes,Yes,No,No,A,Extended,Yes,70,Far,01/07/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
427,4,Thu,02/05/15,8561,834,Yes,Yes,No,No,A,Extended,Yes,70,Far,01/07/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
428,2,Tue,09/10/13,7000,536,Yes,Yes,No,Yes,D,Basic,Yes,2960,Far,01/12/14,Yes,23,2015,"Mar,Jun,Sept,Dec"
428,3,Wed,04/09/14,5346,442,Yes,No,No,No,D,Basic,Yes,2960,Far,01/12/14,Yes,23,2015,"Mar,Jun,Sept,Dec"
428,3,Wed,13/10/23,6218,528,Yes,Yes,No,No,D,Basic,Yes,2960,Far,01/12/14,Yes,23,2015,"Mar,Jun,Sept,Dec"
429,1,Mon,19/01/15,3571,353,Yes,No,No,No,D,Extended,Yes,16350,Far,01/07/05,Yes,31,2013,"Jan,Apr,Jul,Oct"
440,3,Wed,21/08/13,3888,496,Yes,No,No,Yes,D,Basic,Yes,3900,Far,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
440,2,Tue,25/11/14,5888,639,Yes,Yes,No,No,D,Basic,Yes,3900,Far,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
440,2,Tue,27/01/15,6351,684,Yes,Yes,No,No,D,Basic,Yes,3900,Medium,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
440,4,Thu,07/02/15,5649,649,Yes,Yes,No,No,D,Basic,Yes,3900,Medium,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
440,5,Fri,20/03/15,5673,658,Yes,Yes,No,No,D,Basic,Yes,3900,Far,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
440,1,Mon,13/04/15,6848,710,Yes,Yes,No,No,D,Basic,Yes,3900,Far,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
440,3,Wed,15/07/15,5510,612,Yes,Yes,No,No,D,Basic,Yes,3900,Far,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
440,6,Sat,25/07/15,3163,376,Yes,No,No,No,D,Basic,Yes,3900,Far,01/04/05,Yes,45,2009,"Feb,May,Aug,Nov"
446,5,Fri,04/04/14,5156,676,Yes,Yes,No,No,A,Basic,Yes,340,Far,01/10/00,Yes,31,2013,"Feb,May,Aug,Nov"
446,2,Tue,25/11/14,6212,773,Yes,Yes,No,No,A,Basic,Yes,340,Far,01/10/00,Yes,31,2013,"Feb,May,Aug,Nov"
449,5,Fri,27/03/15,8955,1258,Yes,No,No,No,A,Extended,Yes,120,Medium,01/12/14,Yes,37,2009,"Jan,Apr,Jul,Oct"
450,6,Sat,28/09/13,12765,1898,Yes,No,No,No,C,Basic,Yes,5780,Far,01/11/94,Yes,10,2014,"Mar,Jun,Sept,Dec"
450,5,Fri,25/07/14,6190,848,Yes,No,No,No,C,Basic,Yes,5780,Far,01/11/94,Yes,10,2014,"Mar,Jun,Sept,Dec"
450,3,Wed,03/04/15,9229,971,Yes,Yes,No,No,C,Basic,Yes,5780,Far,01/11/94,Yes,10,2014,"Mar,Jun,Sept,Dec"
450,4,Thu,13/06/27,8561,1180,Yes,No,No,No,C,Basic,Yes,5780,Far,01/11/94,Yes,10,2014,"Mar,Jun,Sept,Dec"
451,5,Fri,13/01/04,4777,453,Yes,No,No,Yes,A,Basic,Yes,2460,Far,01/04/09,Yes,13,2010,"Jan,Apr,Jul,Oct"
451,5,Fri,07/05/13,5392,481,Yes,Yes,No,No,A,Basic,Yes,2460,Far,01/04/09,Yes,13,2010,"Jan,Apr,Jul,Oct"
451,5,Fri,17/05/13,5726,502,Yes,Yes,No,No,A,Basic,Yes,2460,Far,01/04/09,Yes,13,2010,"Jan,Apr,Jul,Oct"
451,5,Fri,05/12/14,6798,533,Yes,Yes,No,No,A,Basic,Yes,2460,Medium,01/04/09,Yes,13,2010,"Jan,Apr,Jul,Oct"
452,6,Sat,03/08/13,4547,430,Yes,No,No,No,A,Extended,Yes,1850,Far,01/08/13,Yes,5,2011,"Feb,May,Aug,Nov"
452,4,Thu,12/12/13,4937,475,Yes,No,No,No,A,Extended,Yes,1850,Far,01/08/13,Yes,5,2011,"Feb,May,Aug,Nov"
452,1,Mon,28/07/14,7456,600,Yes,Yes,No,Yes,A,Extended,Yes,1850,Far,01/08/13,Yes,5,2011,"Feb,May,Aug,Nov"
452,3,Wed,26/11/14,5815,500,Yes,Yes,No,No,A,Extended,Yes,1850,Medium,01/08/13,Yes,5,2011,"Feb,May,Aug,Nov"
452,5,Fri,14/08/22,7050,619,Yes,Yes,No,Yes,A,Extended,Yes,1850,Medium,01/08/13,Yes,5,2011,"Feb,May,Aug,Nov"
459,2,Tue,13/04/02,8171,1236,Yes,No,No,Yes,A,Basic,Yes,250,Far,01/09/08,Yes,5,2013,"Feb,May,Aug,Nov"
459,4,Thu,31/01/13,8283,1193,Yes,No,No,No,A,Basic,Yes,250,Far,01/09/08,Yes,5,2013,"Feb,May,Aug,Nov"
459,1,Mon,11/04/13,12273,1369,Yes,Yes,No,No,A,Basic,Yes,250,Far,01/09/08,Yes,5,2013,"Feb,May,Aug,Nov"
459,4,Thu,06/06/13,10477,1365,Yes,Yes,No,No,A,Basic,Yes,250,Far,01/09/08,Yes,5,2013,"Feb,May,Aug,Nov"
461,3,Wed,15/04/08,4021,431,Yes,No,No,Yes,D,Extended,Yes,1790,Far,01/07/13,Yes,40,2013,"Jan,Apr,Jul,Oct"
461,3,Wed,15/05/13,5997,529,Yes,Yes,No,No,D,Extended,Yes,1790,Far,01/07/13,Yes,40,2013,"Jan,Apr,Jul,Oct"
461,6,Sat,25/07/15,4837,480,Yes,No,No,No,D,Extended,Yes,1790,Far,01/07/13,Yes,40,2013,"Jan,Apr,Jul,Oct"
477,6,Sat,14/01/04,5518,454,Yes,No,No,No,D,Basic,Yes,770,Medium,01/07/10,Yes,35,2010,"Jan,Apr,Jul,Oct"
477,6,Sat,23/11/13,6377,466,Yes,No,No,No,D,Basic,Yes,770,Far,01/07/10,Yes,35,2010,"Jan,Apr,Jul,Oct"
477,2,Tue,07/01/14,10811,706,Yes,Yes,No,No,D,Basic,Yes,770,Medium,01/07/10,Yes,35,2010,"Jan,Apr,Jul,Oct"
477,2,Tue,21/01/14,7072,432,Yes,Yes,No,No,D,Basic,Yes,770,Far,01/07/10,Yes,35,2010,"Jan,Apr,Jul,Oct"
479,5,Fri,14/12/12,12488,1416,Yes,No,No,No,A,Basic,Yes,320,Far,01/12/05,Yes,9,2011,"Feb,May,Aug,Nov"
479,6,Sat,14/03/15,6589,721,Yes,No,No,No,A,Basic,Yes,320,Far,01/12/05,Yes,9,2011,"Feb,May,Aug,Nov"
483,3,Wed,14/12/10,4727,641,Yes,No,No,No,A,Extended,Yes,2310,Far,01/09/11,Yes,13,2010,"Jan,Apr,Jul,Oct"
483,1,Mon,02/12/13,9504,1076,Yes,Yes,No,No,A,Extended,Yes,2310,Far,01/09/11,Yes,13,2010,"Jan,Apr,Jul,Oct"
483,6,Sat,13/06/15,1619,218,Yes,No,No,No,A,Extended,Yes,2310,Far,01/09/11,Yes,13,2010,"Jan,Apr,Jul,Oct"
483,1,Mon,13/07/15,7092,819,Yes,Yes,No,Yes,A,Extended,Yes,2310,Medium,01/09/11,Yes,13,2010,"Jan,Apr,Jul,Oct"
487,5,Fri,26/04/13,7655,795,Yes,Yes,No,No,D,Extended,Yes,2180,Far,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
487,4,Thu,18/09/14,6992,641,Yes,Yes,No,No,D,Extended,Yes,2180,Medium,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
487,3,Wed,10/12/14,6939,628,Yes,No,No,No,D,Extended,Yes,2180,Far,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
489,6,Sat,25/10/14,2943,287,Yes,No,No,No,A,Basic,Yes,14960,Far,01/11/13,Yes,37,2009,"Jan,Apr,Jul,Oct"
490,2,Tue,29/01/13,6645,926,Yes,No,No,No,A,Basic,Yes,660,Far,01/04/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
490,2,Tue,03/05/13,10128,1283,Yes,Yes,No,No,A,Basic,Yes,660,Far,01/04/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
490,2,Tue,15/10/13,7571,1003,Yes,No,No,No,A,Basic,Yes,660,Medium,01/04/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
490,6,Sat,22/02/14,9749,1237,Yes,No,No,No,A,Basic,Yes,660,Far,01/04/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
490,2,Tue,20/05/14,8723,1096,Yes,Yes,No,No,A,Basic,Yes,660,Far,01/04/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
490,3,Wed,06/05/15,8061,1006,Yes,Yes,No,No,A,Basic,Yes,660,Far,01/04/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
492,2,Tue,03/04/14,6540,916,Yes,Yes,No,Yes,A,Basic,Yes,1740,Far,01/03/08,Yes,40,2012,"Jan,Apr,Jul,Oct"
492,3,Wed,02/05/14,9124,1201,Yes,Yes,No,No,A,Basic,Yes,1740,Far,01/03/08,Yes,40,2012,"Jan,Apr,Jul,Oct"
