Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
786,5,"January 30, 2015","$4,659.00",668,1,1,0,0
335,3,07-10-2013,,2458,1,0,0,0
229,4,15/01/2015,"$8,239.00",698,1,1,0,0
228,7,06-15-2014,$0.00,0,0,0,0,0
968,3,29/10/2014,"$6,902.00",890,1,0,0,1
749,2 day,14.03.04,"$7,203.00",785,1,1,0,0
471,7,13.06.30,$0.00,,0,0,0,0
353,6,"June 08, 2013","$3,953.00",1189,1,0,0,0
1096,7,24/11/2013,$0.00,0,0,0,0,0
281,5,14.03.28,"$6,150.00",569,1,0,0,0
368,1,18/05/2015,"$15,685.00",,1,Active,0,0
1078,5,"February 20, 2015",,581.0,1,Active,0,0
12,6,"December 27, 2014","$7,159.00",912,1,0,0,0
185,7,28/07/2013,$0.00,0,0,0,0,0
664,6,"September 27, 2014","$3,428.00",443,1,0,0,0
529,7,25/05/2014,$0.00,0,0,0,0,0
94,4,"January 22, 2015","$5,867.00",585,1,0,0,0
874,5,06/02/2015,"$5,462.00",590,1,Active,0,0
846,1 day,14.02.24,"$6,583.00",769,1,0,0,0
151,1,2014-09-29,"$9,236.00",787,1,1,0,0
743,5,"July 10, 2015","$4,134.00",448,1,0,0,0
87,2,"June 04, 2013","$6,858.00",853.0,1,Active,0,0
862,3,"April 01, 2015","$11,098.00",1160,1,1,0,1
631,3,2013-04-03,"$4,233.00",,1,0,0,1
9,5,2013-04-19,"$5,359.00",491,1,0,0,0
1082,5,2013-03-01,"$6,634.00",,1,0,0,0
396,6,2013-10-05,,566,1,0,0,0
2,4,07-25-2013,"$3,531.00",496,1,0,0,1
398,7,04-28-2013,$0.00,0,0,0,0,0
953,2,14.08.26,"$3,891.00",473.0,1,0,0,1
289,2,15/04/2014,"$8,465.00",682,1,Active,0,1
822,1,"February 04, 2013","$11,146.00",850,1,1,0,0
1111,1,13.06.10,"$4,497.00",482,1,0,0,0
695,2,12/02/2013,"$4,321.00",484,1,0,0,0
939,1,17/02/2014,"$8,284.00",,1,Active,0,0
962,1,2014-09-08,"$5,757.00",853,1,0,0,0
145,4,14.02.27,"$6,007.00",975,1,0,0,0
62,7,13.06.09,$0.00,0,0,0,0,0
559,5,13.12.13,"$5,602.00",721,1,0,0,0
1043,5,04-26-2013,"$8,628.00",1259.0,1,1,0,0
970,,09-27-2013,"$3,373.00",402,1,1,0,0
170,1,"November 17, 2014","$3,901.00",516,1,0,0,0
80,1,2014-09-15,"$9,885.00",705.0,1,Active,0,0
259,2,2013-12-17,"$12,874.00",2389,1,Active,0,0
95,1,"April 13, 2015","$10,282.00",,1,1,0,0
726,7,13.10.13,$0.00,0,0,0,0,0
836,4,2013-10-10,"$6,207.00",754,1,Active,0,0
605,3,2013-05-22,"$5,532.00",416,1,0,0,1
539,1,15.05.04,"$13,622.00",1286,1,1,0,0
213,7,"July 28, 2013",$0.00,0,0,0,0,0
1012,2,13.11.26,"$4,632.00",444,1,0,0,0
554,5,12-20-2013,"$5,441.00",582,1,Active,0,1
977,5,10-11-2013,"$5,919.00",566,1,Active,0,0
686,6,05-18-2013,"$2,529.00",312,1,0,0,0
460,3,26/02/2014,"$2,385.00",266.0,1,0,0,0
159,1,04-06-2015,$0.00,0,0,0,b,1
800,5,"December 19, 2014","$6,865.00",574,1,Active,0,0
861,3,2013-11-06,"$3,249.00",482,1,1,0,0
287,7,"June 30, 2013",$0.00,0.0,0,0,0,0
54,4,"January 22, 2015","$5,321.00",,1,0,0,0
105,2,2013-08-27,"$3,702.00",387,1,Active,0,1
971,6,"November 30, 2013","$11,254.00",1298,1,0,0,0
968,7,"March 08, 2015",$0.00,0,0,0,0,0
396,4,01-10-2013,"$11,826.00",1342,1,Active,0,0
590,1,10-14-2013,"$4,769.00",372,1,0,0,0
325,4,06-20-2013,"$7,771.00",835,1,1,0,0
194,1,"September 08, 2014","$4,156.00",362,1,0,0,1
162,1,14.06.16,,,1,1,0,0
333,3,"April 23, 2014","$7,432.00",1146,1,0,0,0
737,2,23/06/2015,"$4,641.00",748,1,0,0,0
788,5,14.04.25,"$15,222.00",1526,1,0,0,1
85,3,2014-10-08,"$6,685.00",957,1,Active,0,0
852,3,,"$3,823.00",512,1,0,0,0
1075,4,"July 02, 2015","$12,907.00",1116,1,Active,0,0
171,5,"December 12, 2014","$7,763.00",786,1,0,0,0
873,4,14.08.28,"$3,368.00",486,1,0,0,1
683,4,2013-06-20,"$9,201.00",862,1,1,0,1
968,7,10-20-2013,$0.00,0,0,0,0,0
1042,1,"November 18, 2013","$5,299.00",684,1,Active,0,0
354,1,31/03/2014,"$12,351.00",902,1,Active,0,0
781,1,"June 08, 2015","$4,916.00",,1,0,0,0
260,7,09-28-2014,$0.00,,0,0,0,0
515,5,2013-04-19,"$8,702.00",756,1,0,0,0
25,3,02/01/2013,"$11,944.00",1698,1,0,0,1
851,1,03-18-2013,"$5,626.00",478,1,1,0,0
641,7,08-24-2014,$0.00,,0,0,0,0
931,6,,"$1,598.00",,1,0,0,0
880,3 day,"March 18, 2015","$8,166.00",846,1,1,0,0
84,4,15/01/2015,"$10,881.00",1175,1,1,0,0
153,7,14/09/2014,$0.00,,0,0,0,0
1061,7,2013-03-10,$0.00,0,0,0,0,0
68,7,24/05/2015,$0.00,0,0,0,0,0
104,2,"June 10, 2014","$11,141.00",1501.0,1,0,0,0
86,3,2013-12-18,"$7,987.00",883,1,1,0,0
533,5,17/04/2015,"$12,710.00",1137,1,Active,0,0
323,1,"April 28, 2014","$10,650.00",779,1,1,0,0
571,1,13.06.10,"$5,823.00",470,1,0,0,0
847,2,14/05/2013,"$7,475.00",1059,1,Active,0,0
135,7,03-24-2013,$0.00,0,0,0,0,0
754,6,"February 02, 2013","$7,789.00",956,1,0,0,0
791,7,"May 25, 2014",$0.00,0,0,0,0,0
1016,7,09-28-2014,$0.00,,0,0,0,0
233,2,13.07.09,"$7,773.00",927,1,0,0,1
1112,5,01-17-2014,"$7,373.00",725.0,1,0,0,0
397,5,"December 27, 2013","$5,635.00",835,1,0,0,1
909,,01-08-2014,"$15,677.00",1334,1,1,0,0
436,6,2015-07-18,,444,1,0,0,0
507,6,09/08/2014,"$8,592.00",710,1,0,0,0
263,4,"February 07, 2013","$2,798.00",296,1,Active,0,0
90,7,2014-01-19,$0.00,0,0,0,0,0
331,1,06-23-2014,"$6,330.00",908,1,0,0,0
355,5,"April 19, 2013","$7,551.00",1019,1,0,0,0
122,2,2014-11-18,"$4,784.00",,1,0,0,0
884,2,04-16-2013,"$3,378.00",356,1,0,0,0
224,3,"June 10, 2015","$6,342.00",461,1,0,0,0
284,5,13.07.19,"$6,204.00",515,1,1,0,0
681,2,"April 15, 2014","$5,274.00",623,1,Active,0,1
1004,5,,"$4,247.00",418,1,0,0,1
1022,7,2015-06-21,$0.00,0,0,0,0,0
739,5,13.04.26,"$7,899.00",654,1,1,0,0
235,6,2014-10-04,"$5,048.00",434,1,0,0,0
771,,2013-03-27,"$7,901.00",766,1,1,0,1
574,1,25/08/2014,"$6,918.00",579,1,0,0,1
614,,13.11.11,"$5,493.00",810,1,0,0,0
444,3,15.06.03,"$10,609.00",1175,1,Active,0,0
16,3,"June 03, 2015","$9,548.00",987,1,1,0,1
308,5,13.09.06,"$6,878.00",795,1,0,0,0
69,2,15.05.12,"$7,383.00",1066,1,0,0,0
989,3,"April 29, 2015","$6,770.00",673,1,Active,0,0
286,6,,"$2,374.00",218,1,0,0,0
947,5,05-16-2014,"$7,022.00",1009,1,0,0,0
439,5,"August 01, 2014","$7,865.00",928,1,Active,0,1
152,2,13.08.20,"$3,912.00",510,1,0,0,1
79,5,15.07.31,"$7,150.00",643,1,1,0,1
279,1,"April 07, 2014","$6,841.00",583,1,0,0,0
272,1,25/08/2014,"$4,546.00",563,1,0,0,1
106,2,13.10.08,"$8,744.00",772,1,Active,0,1
397,4,15.06.25,"$5,060.00",705,1,0,0,0
490,3,,"$7,368.00",968,1,0,0,0
529,1,2015-05-04,"$11,167.00",944,1,1,0,0
308,5,07-10-2015,"$8,040.00",850,1,0,0,1
268,1,"November 18, 2013",,786,1,1,0,0
205,1,15.04.20,"$5,674.00",807,1,0,0,0
847,3,2013-10-30,"$6,568.00",987,1,0,0,1
839,1,"August 05, 2013","$5,254.00",728,1,0,0,0
752,1,"January 28, 2013","$5,583.00",518,1,0,0,0
605,1,11/03/2013,"$4,457.00",409,1,0,0,0
568,2,09-17-2013,"$3,300.00",303,1,0,0,0
764,6,13.05.18,"$1,551.00",185,1,0,0,0
589,7,"November 03, 2013",$0.00,0,0,0,0,0
33,6,01-24-2015,"$7,039.00",716,1,0,0,0
959,6,"August 02, 2014","$4,094.00",433,1,0,0,0
694,3,2015-03-04,"$8,671.00",775,1,Active,0,0
224,4,13.06.13,"$4,836.00",339,1,0,0,0
652,7,2013-01-20,$0.00,0,0,0,0,0
725,5,2015-03-20,"$6,237.00",655,1,1,0,0
561,6,06-29-2013,"$5,548.00",496,1,0,0,0
725,7,11-24-2013,$0.00,0,0,0,0,0
602,3,06/03/2013,"$6,836.00",668,1,Active,0,0
498,5,"February 07, 2014","$6,854.00",863,1,Active,0,0
172,6,"July 13, 2013","$6,559.00",769,1,0,0,0
482,2,2013-11-26,"$6,065.00",737,1,0,0,0
349,5,02-21-2014,"$6,915.00",722,1,1,0,0
80,7,22/03/2015,$0.00,0,0,0,0,0
1087,3,2015-07-22,"$5,104.00",517,1,0,0,0
341,3,30/01/2013,,570,1,0,0,0
789,3,"December 25, 2013",$0.00,,0,0,c,1
1047,,2013-07-12,"$4,565.00",565,1,0,0,0
237,1,05/01/2015,"$5,825.00",714,1,Active,0,0
44,,03/01/2015,"$3,773.00",487,1,0,0,0
64,6,2015-01-24,"$8,620.00",711,1,0,0,0
327,5,"September 19, 2014","$7,144.00",865,1,1,0,0
715,7,13.02.17,$0.00,0,0,0,0,0
103,6,"February 21, 2015","$4,397.00",403,1,0,0,0
1015,,20/08/2013,"$4,547.00",464,1,0,0,0
1099,3,2014-11-26,"$7,944.00",872,1,Active,0,0
1023,6,"April 06, 2013","$5,386.00",687,1,0,0,0
409,4,"October 30, 2014","$5,270.00",499,1,0,0,1
616,,"March 26, 2015","$7,033.00",714,1,0,0,0
628,3,18/12/2013,"$9,274.00",1004,1,1,0,0
353,,13.08.29,"$4,363.00",1185,1,1,0,1
400,6,09-27-2014,"$5,371.00",829,1,0,0,0
809,4,2014-10-30,"$7,535.00",722,1,0,0,0
901,2,22/01/2013,"$8,888.00",716,1,Active,0,0
359,5,04-12-2013,"$7,151.00",633,1,1,0,0
631,5,26/12/2014,$0.00,0,0,0,c,1
516,6,12/04/2014,"$4,515.00",619,1,0,0,0
783,7,13.12.29,$0.00,0,0,0,0,0
513,4,2015-07-16,"$19,770.00",2127,1,1,0,1
238,5,26/06/2015,"$6,375.00",974,1,0,0,0
253,2,2014-12-16,"$11,159.00",1089,1,1,0,0
224,4,06/11/2014,"$8,204.00",535,1,1,0,0
795,4,26/06/2014,"$2,454.00",286,1,0,0,0
567,2,01-06-2015,"$6,499.00",802,1,Active,0,1
486,,2013-10-01,"$3,432.00",476,1,0,0,0
56,,2013-09-28,"$7,761.00",534,1,0,0,0
118,1,2013-04-29,$0.00,0,0,Active,0,0
732,6,2014-08-09,"$8,081.00",968,1,0,0,0
124,6,13.07.06,"$2,554.00",322,1,0,0,0
860,5,"February 27, 2015","$6,573.00",796,1,0,0,0
1098,4,13.12.26,$0.00,0,0,0,c,1
832,7,"July 19, 2015",$0.00,,0,0,0,0
1080,2,10/09/2013,"$10,967.00",829,1,Active,0,1
358,6,14.02.01,"$10,749.00",1122,1,0,0,0
820,6,03-01-2014,"$12,593.00",1160,1,0,0,0
931,6,"January 18, 2014","$1,971.00",228,1,0,0,0
443,3,04/06/2014,"$4,995.00",465,1,1,0,0
685,7,"June 29, 2014",$0.00,0,0,0,0,0
265,4,10-30-2014,"$4,410.00",470,1,0,0,1
731,4,2014-12-11,"$8,077.00",806,1,0,0,0
166,6,,"$5,722.00",828,1,0,0,0
180,6,,"$8,870.00",980,1,0,0,0
496,4,2014-09-18,"$7,279.00",802,1,Active,0,0
816,4,26/03/2015,"$3,817.00",607,1,0,0,0
503,5,2014-12-19,,698,1,Active,0,0
592,4,"July 17, 2014","$5,310.00",658,1,Active,0,1
1113,1,09-23-2013,"$7,095.00",780,1,1,0,0
197,2,07-30-2013,"$8,386.00",899,1,1,0,1
1024,7,02-24-2013,$0.00,0,0,0,0,0
532,2,01-13-2015,"$11,680.00",1330,1,1,0,0
576,2,2013-11-12,"$4,803.00",759,1,0,0,0
586,1 day,07/01/2013,,2255,1,1,0,0
278,7,14.04.20,$0.00,0,0,0,0,0
1109,7 day,2013-03-10,$0.00,0,0,0,0,0
900,1,"March 30, 2015","$9,656.00",673,1,1,0,1
906,3,13.09.25,"$10,119.00",1204,1,1,0,0
869,5,2013-05-17,"$6,775.00",1056,1,1,0,0
1014,1,2014-04-21,$0.00,0,0,0,b,1
638,,"July 20, 2015",,483,1,0,0,0
324,1,"September 16, 2013","$4,972.00",715,1,0,0,0
986,6,14.11.01,$0.00,0,0,0,a,0
390,,"July 13, 2014",$0.00,0,0,0,0,0
906,1,2015-02-16,"$13,728.00",1510.0,1,Active,0,0
474,7,10-27-2013,$0.00,0,0,0,0,0
497,4,13.11.21,"$9,573.00",1089,1,1,0,0
463,7,2013-02-10,$0.00,0,0,0,0,0
316,2,2013-05-28,"$10,828.00",933.0,1,Active,0,0
1005,7,2013-05-12,$0.00,0,0,0,0,0
932,7,"March 17, 2013",$0.00,0,0,0,0,0
92,3,17/12/2014,"$10,026.00",734,1,Active,0,0
240,6,"March 23, 2013","$3,696.00",337,1,0,0,0
460,3,14.03.12,"$2,627.00",283,1,0,0,0
889,7,14.02.02,$0.00,0,0,0,0,0
511,3,"August 21, 2013","$4,474.00",726,1,0,0,0
545,6,2014-05-10,"$8,466.00",904,1,0,0,0
829,4,14.01.23,"$5,915.00",754,1,Active,0,0
628,5 day,2014-12-05,"$9,527.00",1010,1,1,0,0
211,3,,"$12,656.00",1519,1,0,0,0
458,4,20/02/2014,"$6,852.00",,1,1,0,0
300,5,03-27-2015,"$6,340.00",827,1,0,0,0
765,,"May 27, 2013","$10,645.00",815,1,Active,0,1
738,6,23/03/2013,"$8,359.00",735,1,0,0,0
488,2 day,"April 02, 2013","$3,154.00",377,1,0,0,1
402,2,2013-11-12,"$3,967.00",,1,0,0,0
525,2,05-05-2015,"$10,274.00",877,1,1,0,0
1113,7,07-28-2013,$0.00,0,0,0,0,0
168,2,2014-05-20,"$8,440.00",867,1,Active,0,0
208,2,12-03-2013,"$3,730.00",448,1,1,0,0
153,6,2014-04-05,"$3,926.00",409,1,0,0,0
700,3,11-20-2013,"$5,061.00",598,1,1,0,0
477,2,2014-01-07,"$10,811.00",706,1,1,0,0
601,6,"May 04, 2013","$5,110.00",464,1,0,0,0
134,6,13.06.15,"$4,040.00",351,1,0,0,0
371,1,13.06.10,"$6,349.00",513,1,0,0,0
1061,2,"July 14, 2015","$9,521.00",654,1,Active,0,0
523,6,2014-01-04,"$14,725.00",1786,1,0,0,0
1089,7,13.04.14,$0.00,0,0,0,0,0
702,3,08/01/2014,"$5,908.00",,1,Active,0,0
807,2,07/07/2015,"$7,867.00",843,1,0,0,0
1038,,"April 20, 2014",$0.00,0,0,0,0,0
884,5,08/02/2013,"$5,414.00",500,1,1,0,0
1000,4,20/02/2014,"$6,956.00",638,1,Active,0,0
900,1,09/12/2013,"$6,017.00",578,1,0,0,0
1081,,14.05.20,"$8,565.00",1300,1,Active,0,0
821,1,01/07/2013,"$12,620.00",1273,1,Active,0,1
914,1,"August 18, 2014","$13,351.00",1330,1,Active,0,1
858,3,2014-06-25,,373,1,0,0,0
398,2,2015-01-20,"$3,479.00",466,1,0,0,0
1074,5,"September 27, 2013","$5,747.00",638,1,Active,0,0
1058,,2014-09-08,"$5,751.00",630,1,0,0,0
577,3,05-08-2013,"$4,925.00",672,1,0,0,0
229,7,15.05.31,$0.00,0,0,0,0,0
114,2,13.07.30,,716,1,1,0,1
328,2,14/04/2015,"$5,656.00",587,1,1,0,0
623,7,15.07.26,$0.00,,0,0,0,0
837,1,15.06.15,"$6,112.00",673,1,Active,0,0
898,1 day,2014-06-02,"$11,954.00",1139,1,1,0,0
249,2,06/08/2013,"$7,675.00",802,1,0,0,0
674,2,14/05/2013,"$9,033.00",1064,1,Active,0,0
96,5,14.09.19,"$5,302.00",561,1,Active,0,0
954,6,07-25-2015,"$3,913.00",557,1,0,0,0
621,2 day,"August 12, 2014","$4,447.00",704,1,0,0,1
244,2,"July 16, 2013","$7,014.00",661,1,Active,0,0
672,,04-17-2015,"$10,226.00",1375,1,1,0,0
658,2,2015-03-03,"$6,912.00",670,1,1,0,0
951,4,2013-08-01,"$8,788.00",724,1,Active,0,1
614,2,2015-03-24,"$5,732.00",877,1,0,0,0
1024,7,10/03/2013,$0.00,0,0,0,0,0
303,6,"August 10, 2013",,528,1,0,0,0
219,6,13.03.16,"$1,726.00",,1,0,0,0
281,6,06-15-2013,"$4,933.00",522,1,0,0,0
408,2,2013-01-29,"$3,365.00",405,1,0,0,0
45,5,"November 15, 2013","$4,393.00",348,1,0,0,0
499,6,13.08.24,"$3,631.00",533,1,0,0,0
800,,01-24-2013,"$5,880.00",551,1,1,0,0
959,6,11/10/2014,"$3,102.00",389.0,1,0,0,0
359,4,02/10/2014,"$8,661.00",748,1,Active,0,0
160,6,"October 18, 2014","$4,172.00",463,1,0,0,0
753,3,13.12.04,,816,1,1,0,0
849,3,06-25-2014,"$5,679.00",719,1,0,0,0
716,4,27/06/2013,"$4,927.00",389,1,0,0,0
809,,,"$8,704.00",,1,0,0,1
246,6,13.07.20,"$4,598.00",,1,0,0,0
625,4,2014-12-04,"$8,256.00",748,1,1,0,0
781,1,"September 15, 2014",,851,1,1,0,0
969,6,04-19-2014,"$2,986.00",539,1,0,0,0
497,7,12/04/2015,$0.00,0,0,0,0,0
232,3 day,17/12/2014,"$4,884.00",351.0,1,Active,0,0
506,3,08-20-2014,"$9,032.00",1027,1,1,0,0
226,7,03/08/2014,$0.00,0,0,0,0,1
465,7,2013-05-12,$0.00,0,0,0,0,0
257,,10-04-2013,"$5,990.00",,1,0,0,1
276,5,2014-04-11,"$4,319.00",576,1,0,0,0
837,1,14.12.08,"$4,039.00",550,1,0,0,0
1038,3,22/01/2014,"$5,267.00",439,1,1,0,0
422,2,14.01.21,"$4,434.00",,1,1,0,0
121,6,13.06.29,"$2,238.00",239,1,0,0,0
987,3,"January 02, 2013","$7,083.00",996,1,0,0,1
1110,6,27/06/2015,"$2,865.00",346,1,0,0,0
468,5,2014-10-31,"$5,687.00",682,1,0,0,0
756,2,23/04/2013,"$13,777.00",1971,1,1,0,0
952,7,14.04.06,$0.00,0,0,0,0,0
1054,3 day,14.05.07,"$6,684.00",625,1,Active,0,0
923,6,"July 19, 2014","$4,315.00",533,1,0,0,0
1081,4,"December 19, 2013","$9,801.00",1387.0,1,1,0,0
773,1,"September 23, 2013","$6,915.00",932,1,1,0,0
450,6,2013-09-28,"$12,765.00",1898.0,1,0,0,0
624,2,12-17-2013,,1029,1,Active,0,0
1023,7,2015-05-17,$0.00,0,0,0,0,0
473,7,15/09/2013,$0.00,,0,0,0,0
532,6 day,2014-07-05,"$9,480.00",1122,1,0,0,0
493,2,2014-04-15,"$10,623.00",936,1,1,0,1
113,6,07-18-2015,"$6,239.00",646,1,0,0,0
857,6,26/01/2013,"$8,538.00",1126,1,0,0,0
611,4,08-01-2013,"$5,895.00",504,1,Active,0,1
1054,6,2014-07-05,,420,1,0,0,0
292,,2014-06-09,$0.00,0,0,0,a,0
159,1,16/06/2014,"$12,120.00",910,1,1,0,1
915,3,15.03.25,"$4,661.00",,1,0,0,0
941,4,13.07.25,"$3,965.00",528,1,0,0,0
1030,7,25/01/2015,$0.00,0,0,0,0,0
84,1,10/03/2014,"$10,639.00",1224.0,1,0,0,0
179,1,03-09-2015,"$6,400.00",909.0,1,0,0,0
624,1,13.03.25,"$11,342.00",915.0,1,Active,0,1
481,3,"December 11, 2013","$4,601.00",471,1,0,0,0
780,1 day,13.11.04,"$9,277.00",1011,1,Active,0,0
287,4,11-28-2013,"$7,519.00",759,1,0,0,0
679,5 day,2013-11-01,"$9,374.00",1057,1,0,0,0
243,6,"May 18, 2013","$5,280.00",811,1,0,0,0
179,5 day,2014-08-01,"$8,923.00",1111,1,Active,0,1
583,4,09-04-2014,"$4,334.00",454,1,Active,0,0
86,6,2014-04-26,"$4,061.00",529,1,0,0,0
695,6,15.03.07,"$2,786.00",280,1,0,0,0
822,6 day,13.06.15,"$6,986.00",672,1,0,0,0
423,2,2014-03-11,"$7,607.00",1402,1,0,0,0
474,7,2015-04-19,$0.00,0,0,0,0,0
145,2,"February 04, 2014","$11,604.00",,1,1,0,0
483,1,,"$7,034.00",839,1,Active,0,1
801,2,14.06.10,"$5,424.00",,1,0,0,0
382,,13.04.02,"$6,269.00",598,1,0,0,0
191,2,2013-07-09,"$6,367.00",721,1,0,0,0
678,2,14.07.01,"$9,173.00",1011,1,1,0,0
617,4,"March 14, 2013","$5,780.00",537,1,0,0,0
848,1,08/07/2013,"$5,588.00",743,1,0,0,0
1010,6 day,2014-09-27,"$9,234.00",884.0,1,0,0,0
758,4,14.09.11,"$4,371.00",610,1,0,0,1
107,3,2014-01-22,"$6,965.00",889,1,Active,0,0
372,7,,$0.00,0,0,0,0,0
781,7 day,"March 17, 2013",$0.00,0,0,0,0,0
1074,5,"February 15, 2013","$4,273.00",553,1,0,0,1
43,2,13.10.22,"$7,524.00",634,1,Active,0,1
184,1 day,2015-02-16,"$3,932.00",287,1,1,0,0
579,5,01-17-2014,"$6,387.00",750,1,0,0,0
608,3,28/08/2013,"$10,568.00",1070,1,Active,0,1
493,,10/05/2015,$0.00,0,0,0,0,0
623,2,10-15-2013,"$10,832.00",759,1,0,0,0
459,4,31/01/2013,"$8,283.00",1193,1,0,0,0
966,2,07-09-2013,,587.0,1,0,0,0
468,5,2014-07-25,"$5,261.00",604,1,0,0,1
1034,4,09/07/2015,"$6,160.00",687,1,0,0,0
975,3,02-26-2014,"$5,733.00",690,1,0,0,0
625,7,16/03/2014,$0.00,0,0,0,0,0
563,1,03/11/2014,"$8,769.00",952,1,Active,0,0
96,3,2013-12-04,"$8,614.00",753,1,1,0,0
1049,6,01-11-2014,"$3,494.00",524,1,0,0,0
274,2,03/02/2015,"$3,923.00",930,1,Active,0,0
1101,6,2014-12-27,"$9,744.00",1029,1,0,0,0
367,3,"April 02, 2014","$6,573.00",611,1,Active,0,0
359,,14.08.02,"$7,044.00",,1,0,0,0
722,7,13.10.27,$0.00,0,0,0,0,0
601,4,10-30-2014,"$4,133.00",343,1,0,0,1
286,3,2013-05-29,"$7,316.00",630,1,Active,0,0
834,3,13.08.28,"$6,271.00",674,1,Active,0,0
452,6,03/08/2013,"$4,547.00",430,1,0,0,0
757,1,2013-12-09,"$6,258.00",570,1,0,0,0
419,3,09-17-2014,"$5,116.00",887,1,Active,0,0
221,6,13.09.07,"$4,101.00",,1,0,0,0
743,2,08-06-2013,"$2,763.00",355,1,0,0,1
850,5,24/07/2015,"$4,272.00",476,1,0,0,1
843,1,"January 13, 2014","$7,909.00",952,1,0,0,0
187,5,"November 14, 2014","$7,187.00",941,1,Active,0,0
292,4 day,2013-06-20,,791,1,1,0,1
813,5,01-10-2014,"$6,281.00",720,1,1,0,0
727,1,2014-02-10,"$4,287.00",503,1,0,0,0
487,7,29/12/2013,$0.00,0,0,0,0,0
526,5,13.11.15,"$8,112.00",1278,1,0,0,0
339,2,06/01/2015,"$6,317.00",698.0,1,1,0,1
349,3,"April 03, 2013",$0.00,0,0,0,0,1
333,4,14.07.10,"$8,404.00",,1,0,0,1
227,7,,$0.00,,0,0,0,0
805,6,15.02.21,"$4,340.00",443,1,0,0,0
463,3 day,,"$5,352.00",,1,0,0,0
317,2,06-04-2013,"$5,761.00",599,1,Active,0,0
363,5,10-10-2014,"$7,408.00",,1,1,0,0
37,7,02-16-2014,$0.00,0,0,0,0,0
317,6,"January 31, 2015","$5,941.00",697,1,0,0,0
399,1,01-27-2014,"$4,119.00",499,1,0,0,0
278,3,01-09-2013,"$7,115.00",,1,1,0,0
371,3,2014-11-12,"$7,613.00",585,1,1,0,0
610,5,13.04.05,"$3,514.00",473,1,0,0,1
596,2,05-19-2015,"$5,288.00",733,1,1,0,0
128,4,07-02-2015,"$8,754.00",643,1,Active,0,0
447,1,,"$5,117.00",600,1,0,0,0
127,3,01-29-2014,"$3,366.00",447,1,0,0,0
393,6,14.08.09,"$5,897.00",604,1,0,0,0
930,2,17/02/2015,"$7,569.00",1084,1,Active,0,0
1109,4,06/03/2014,"$5,595.00",496,1,1,0,1
882,2,13.07.16,"$7,251.00",883,1,Active,0,0
286,4,"May 22, 2014","$6,051.00",538,1,1,0,0
658,5,13.10.11,"$7,038.00",659,1,1,0,0
376,2,14.09.23,"$6,283.00",796.0,1,0,0,0
526,7,07/12/2014,$0.00,0,0,0,0,0
408,2,"December 03, 2013","$5,806.00",512.0,1,1,0,0
800,2,2014-07-22,"$2,858.00",327,1,0,0,0
1102,2,2015-04-14,"$7,707.00",732,1,Active,0,0
1089,1,2015-04-13,"$14,407.00",1279,1,Active,0,0
45,6,27/04/2013,"$6,089.00",486,1,0,0,0
1053,4,13.01.31,"$8,570.00",948,1,0,0,1
368,5 day,15/05/2015,"$10,508.00",773,1,0,0,0
447,7,01-18-2015,$0.00,0,0,0,0,0
1066,3,21/01/2015,"$8,701.00",937,1,0,0,0
720,7,09/02/2014,$0.00,0,0,0,0,0
756,7,04-13-2014,$0.00,0.0,0,0,0,0
702,3,2013-03-27,"$6,678.00",500,1,1,0,1
398,3,2013-01-02,"$3,603.00",508,1,0,0,1
1085,1,07/04/2014,"$6,077.00",678,1,0,0,0
550,5,"March 20, 2015","$6,483.00",551,1,Active,0,0
398,3,10/09/2014,"$4,293.00",539,1,0,0,0
531,,"January 23, 2013","$4,392.00",542,1,Active,0,0
292,7,08-04-2013,$0.00,0,0,0,0,0
373,7,"January 05, 2014",,0,0,0,0,0
668,5,13.02.22,"$9,244.00",1248,1,Active,0,0
924,7,04-21-2013,$0.00,0,0,0,0,0
1103,6,"January 19, 2013","$3,778.00",318,1,0,0,0
246,7,2014-11-16,$0.00,0,0,0,0,0
715,6,15.05.23,"$2,131.00",237,1,0,0,0
588,5 day,2014-07-11,"$6,544.00",788,1,0,0,0
1073,2 day,13.10.08,"$8,450.00",1021,1,1,0,0
662,1,13.04.29,"$11,746.00",,1,Active,0,0
854,6,,"$6,558.00",775,1,0,0,0
867,4,06-11-2015,"$4,344.00",433,1,0,0,0
149,3,05-06-2015,"$6,014.00",473,1,1,0,0
149,5 day,"May 10, 2013","$6,303.00",566,1,0,0,0
75,3,11-26-2014,"$7,375.00",720,1,Active,0,0
601,4,20/02/2014,"$4,829.00",379,1,1,0,0
485,4,"July 02, 2015",,399,1,Active,0,0
337,6,02-07-2015,"$6,694.00",481,1,0,0,0
978,5,13.03.15,"$6,482.00",933,1,0,0,0
128,1,2014-05-19,"$10,217.00",774,1,1,0,0
1111,3,23/07/2014,"$3,692.00",314,1,0,0,1
471,5,01-03-2014,"$7,155.00",612,1,0,0,1
273,1,2013-10-21,"$10,439.00",947,1,1,0,1
597,3,18/09/2013,"$3,339.00",550.0,1,0,0,0
832,2,"November 12, 2013","$4,499.00",424,1,0,0,0
703,5,"October 24, 2014","$3,538.00",392,1,1,0,0
350,1,14.04.14,"$11,151.00",705,1,Active,0,1
949,1,13.12.16,"$12,692.00",867,1,1,0,0
202,5,13.01.18,"$4,045.00",381,1,0,0,0
